category,review_title,review_content,rating
Digital Cameras,Mavica FD90...Great all around camera,"I have 5 Mavica FD cameras and use them mainly for eBay pictures. Have spares in two different locations plus an FD95 for sunset shots. These cameras take VERY GOOD close up pictures and are great for changing light situations such as sunsets, as the settings are fast and simple to set. Much better than my expensive Nikon and also takes much better close ups. I bought extra ones on eBay because of the fear of not having an operating one for eBay. The only problem I have had with a couple of them was ""format error"" when inserting a floppy disc and have to make sure it is in and ""set"" before will accept it. No troubles so far with this FD 90.  Kennewick man...Read full review...",5
Digital Cameras,Sony Mavica MVC FD90,"This is a very easy camera to use. You have instant access to your shots as they are recorded on to a 3.5 Floppy Disk. This camera takes splendid pictures and the colors are magnificent.Many folks have abandoned these cameras in favor of the newest models. Personally I like these because of their ease of use. Transferring from disk to PC is simple, and even though the newer computers do not have a floppy drive, you can still purchase the floppy drives at many stores and online as well. They are no hassle to plug into your computer, and unplug when you are finished.These cameras are well built and with proper care, will last for many years. I'm a picture buff and enjoy taking shots of anything that catches my fancy. The Mavica is ready to aid me in my adventures, and I don't have to wait to see what I've captured. If it's not to my liking, I can delete it and try again.For simplicity and ease of use you can't beat the Mavica Cameras.Read full review...",5
Digital Cameras,GREAT CAMERA,"I bought it several years ago for web project, it served me really well. Everything is well made, unlike some other cameras this one feels very solid, no flimsy parts. Although it utilizes floppy drive as it's medium, it has a memory card capability through an adapter so that is pretty useful! Never had a single problem with this camera, all pictures were crispy. I bought a newer sony to replace this one and was not nearly as pleased with performance...Read full review...",5
Digital Cameras,Super Value!!!,I use a Webtv Plus computer and I can connect the video out on the Mavica and load my pictures...The other nice feature is being able to pop in a disc into any able computer and the pictures are easy to send that way also..the camera is user friendly and I needed something to simplify my photo needs...I love it!!!Read full review...,5
Digital Cameras,Love that Sony FD90,I've owned a Sony Mavica FD90 for several years and wanted to have a spare one.  This camera works extremely well and the zoom feature is exceptional.  I'd recommend it to anyone.  I use mine for my real estate business and find that I can take a couple of dozen pictures of a property for a buyer and just give the customer the disc to take home.Read full review...,5
Digital Cameras,"As a collectable, amazing piece! As a purely functional piece, do not buy.","This piece is more of a collectable for me, but will see some use.  I think if someone were seeking it for pure functionality, it would get a 3 star over-all rating.Most current camera/video recorders are more portable, smaller, higher resolution, and one with SD cards instead of the huge floppies that this one has.  But saying that it does the job and it is a fun and an unique piece.I am glad to have it in my collection.Read full review...",3
Digital Cameras,For posting on ebay--it scores a five---otherwise -it sucks big time!,"This is A greattttt--""Still"" picture camera for listing Items on ebay...This is not for taking pictures of people--and moving subjects.--you will be disapointed and fustrated with its performance..That said --buying one for around 40 bucks and it will make you happy--It is a close up-focus and take and post on ebay Dream picture taking machine. For normal picture taking---find something else--Thats not what this camera is for!Read full review...",5
Digital Cameras,Was very prompt in send it,The camera was as it was described and in good shape. It takes ok pictures and i believe i will be satisified with it when i have time to use it and get use to it.  It don't put as many pictures on a disc as i would like but that is no problem. I get the money i can buy a memory stick and converterRead full review...,4
Digital Cameras,Sony Mavica Digital Camera,"This is a great, inexpensive and convenient tool for any busy professional.It doesn't matter if you're a still photographer, an internet auction junkee or someone just looking to move into the digital age beyond your current 35mm camera;this is a great camera.Read full review...",5
Digital Cameras,Thanks for a great product and great service! AAA+,"It's a Sony, what else can I say? This camera is reliable, easy to use and takes great pictures. I have 3 of them and use them all the time.",5
Digital Cameras,Transition camera,"Pre- electronic storage stick.  There is a 3 1/2"" conversion disk you have to put in the drive. Connection to camera via this disk is iffy and it takes more power to run. If you like 3 1/2 "" disks and can use a disk converted then you would like the older generation from this one. Or, better yet - get a full memory stick unit.Read full review...",3
Digital Cameras,Used Sony Mavica camera with accessories.,This is a used camera with package in great condition  This produxt functions as expected.,5
Digital Cameras,Sony Mavica MVC FD90 1.3 Megapixel,"I love this camera because of its' simplicity in taking photos of my eBay items! It's also nice to be able to store my pictures somewhere and NOT take up room on my desktop.It's definitely old technology, but sometimes old is GOOD!Read full review...",4
Digital Cameras,Not a bad deal,Was purchased as a learning tool get used to digital photography .,5
Digital Cameras,THIS IS A GOOD CAMERA-I NEEDED MORE FEATURES,THIS SONY IS A GREAT CAMERA FOR MOST ANY NORMAL APPLICATION. EASY TO USE. THE LIMITATIONS IN MY USE CALL FOR A MORE SOPHISTICATED WIDER RANGE OF FEATURES.,4
Digital Cameras,EXCELLENT DIGITAL CAMERA WITH ALL FEATURES,"THIS IS A CAMERA WHICH I HAVE USED IN THE PAST. ALTHOUGH, IT IS AN OLDER MODEL I AM VERY FAMILIAR WITH THE CAMERA AND ALL IT'S FEATURES AND VERY COMFORTABLE USING IT. I WAS HAPPY TO FIND THIS USED UNIT AND VERY SATISFIED WITH IT.Read full review...",5
Digital Cameras,great camera to own,This camera takes one of the best pictures i have seen.The technology in this 2001 model Sony Mavica is better that most new cameras,5
Digital Cameras,"$43 to Replace a $1,000 camera - Exactly the same","When I purchased my Sony Mavica it cost over $1,000.  The diskette drive went out and I started looking for a new camera to replace it.  A new camera would cost me $200 - $400.  The used Mavica cost me $43.  It works perfectly.Read full review...",5
Digital Cameras,Camera for work!!!,"Love this camera, works just like I hoped it would.  It's not for personal use, but for on the job it works great.  Quick pictures and then drop the disk in with the job folder and it's done.",5
Digital Cameras,Sony Mavica MVC FD90 1.3 Megapixel,Sony Mavica MVC FD90 1.3 Megapixel great camera the pictures come out clear and good for web and ebay auctions,5
Digital Cameras,easy to carry and use.,Takes excellent pictures.,5
Digital Cameras,not good,"it doesn`t work, baterry unusable. Owner ignor all e-mails. Absolutly not good.******************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************Read full review...",1
Video Game Consoles,clean working ps2,"this is the cleanest ps2 i have seen since buying my original ps2. it works very well i have tested with every type of ps1 and ps2 disks and dvds in my collection, works great.",5
Video Game Consoles,Good deal,Good deal,5
Video Game Consoles,"If you have big hands, this isn't for you.","Picked up one of these to add to my collection, and while it was fun for a short time it wasn't long before I resold it. These remind me of the old sidekick phones the way screen slides out. Graphics and screen are decent, but the controls are really small and your hands will cramp up after any kind of extended play time.This model doesn't utilize a UMD drive so if you're upgrading from an older PSP and have a library of games, this isn't for you either (unless you know how to rip your games and convert to ISO format). WiFi on these are garbage just like on the older models, and the proprietary M2 memory card situation is no good either due to price & availability.If you can find one that's in decent condition, and you don't mind cramping your hands whilst playing games then by all means go get you one of these bad boys. Load it up with custom firmware and some emulators and you're good to go!Read full review...",4
Video Game Consoles,PSP Go,"The PSP Go is byfar one of the most inovative techno gagets on the market today. Sony has taken the there origional PSP and completely redesigned it into a smaller more mobile gaming device while keeping best features of the origional.My favorite feature of the PSP Go is that it no longer requires the use of UMDs. Instead of having to carry around numberous amounds of games and movies, everything can now be downloaded directly to the PSP G0s internal flash memory.Also it now uses the smaller m2 memory cards instead of the pro duo memory cards. A minor change but a nice one at that. The PSP Gos memory can also be doubled! It comes with 16gb internal flash and is currently able to hold up to 16gb more with a m2 card giving you a whopping 32gb of memory, which will be necessary with the memory consumption of the downloadable games and movies.Another feature, one that im a little sad about, is that the screen is half and inch smaller. It not bad, the resolution stays the same but it takes a little bit of time to get used to if your used to the origional PSP.No more battery level percentage indicator.Now i dont know if its just me, but i think the graphics are just a little bit better than the origionals. It may just look like they are because the screen is smaller but im not sure. They do look better though.The usb has also changed, instead of using the standard mini usb slot it now uses a its own PSP adaptor. Personally i think this is a bit of a downer, i own many usb mini usb cables and now im reduced to using just the one that came with the PSP unless i go buy another, its ok as long as i dont ever forget my cable or just plain lose it.Bluetooth, yep the PSP Go now uses bluetooth. For all of you who know what it is, it opens up a small new way to interact with your PS3 and other object. The bluetooth also enables you to connect a PS3 controller to your PSP so that you can stand up ur PSP and use the controller instead. This is nice because the PS3 controller is bigger and better for people with bigger hands.Which leads me to.... The controles are alot closer together which is a bit rough for the gamers with larger hands. It takes time to get used to, and hand cramps are more frequent but its not bad.All in all the PSP Go is a great system. Sleek design meets universal functionality. Only flaw is the cramped controls.If you dont already own a PSP then you may consider the Go, if you are a current owner of a origional PSP and its the 2000 or 3000 version then upgrading isnt really necessary.Keep in mind this is all in my OWN personal opinion is and is not to be reflected onto anyone else.Read full review...",4
Video Game Consoles,Great system but dont upgrade if you already have a psp,"Sleeker, slimmer PSP design; 16GB of internal storage; expansion slot for additional memory; Bluetooth connectivity; good integration with PS3; can access multiple downloaded games without needing to keep bulky UMDs at hand; you can pause and resume game states. Pricey, despite lack of touch screen and second analog stick; smaller screen (but same resolution); awkward placement of analog stick, volume, and display controls; unable to play UMD games or use old PSP accessories; uses obscure and expensive Memory Stick M2 format for memory expansion; battery not user-replaceable; slow download times for large games; online store not as intuitive as others. The PSP Go is a sleek and sexy redesign, but its high price tag and some frustrating caveats mean it's not a must-have upgrade for existing PSP owners--at least for now.Read full review...",4
Video Game Consoles,"Already own a PSP? Don't get the PSP GO. If not, it is a great product.","The PSP Go is a great handheld and offers a all around better experience for those new to Portable Playstation games. It has many games to offer on the Playstation Network (PSN) and can hold all of which on its 16 GB memory. This is a great plus because unlike the previous PSP's (1000-3000) you need to buy a separate memory stick just to start saving games. The upside to downloading your games onto your PSP directly is you don't need to lug around the UMD discs for each individual game. The downside to the PSP GO and PSN is that not all the games are on the Playstation Network, and the PSP GO doesn't offer a way to play games that you already own on UMD disc. So the biggest complaint people will have is that they have to re-buy any games they wish to play on the PSP Go, and their UMD discs would be all wasted.Read full review...",4
Video Game Consoles,PSP Go Portable Media Player and maybe a little gaming.,"First the PSP Go should not be considered as a replacement for a PSP(1000, 2000, or 3000). The PSP Go is more of a portable media device with some light gaming, exactly what I bought it for. I wanted something I could watch movies on, play music with and if I felt like it maybe play a game.The GoodThe PSP Go is small, I mean carry in your pocket small. The screen may be a bit smaller than the original, but it is just as sharp and clear and plays movies beautifully. Has 16gb(about 14gb usable) internal memory and still has a m2 card slot that can expand the memory I believe another 32gb. That is a lot of movies, music, and games. The bluetooth will let you connect a bluetooth headset or the ps3 bluetooth earpiece to make skype calls or watch movies in bed with out waking the wife. Without having a UMD drive the battery last longer and does not take forever to load a game (this drove me nuts on the PSP)The BadPlaying a game for an extended length of time will leave your fingers in knots. The controls are very close together and the devise is so slim and small there is not a lot of machine to hold on to leaving you feeling like you always need to adjust to get a better hold on it. No UMDs means all those games you bought will not be played on the new PSPgo, oh well there had to be a trade off.Warning: I did a lot of research on the PSP go before I bought it. When looking on Ebay for a used unit, a lot of sellers were selling PSP with tons of movies and games preloaded on the device. Doing some research in some PSP forums I found that to keep all of that stuff you cannot activate the device on the Playstation Network otherwise it will deactivate all of the games and movies(if legally purchased anyway)on the device. I bought mine and it was loaded with Assassins Creed and the minute I activated it the game could not be played. So unless I missed something be sure to just bid on the device and not all the media unless you plan to never sign on to the PSN.Hope this review helps you decide.Read full review...",4
Video Game Consoles,Appears to be in good order and a very nice product.,"It is an item that my middle son apparently wants for Christmas, as w/ any child, things become more expensive as they age... I think it is an expensive item and not really something that is needed...but if it does all that it is suppossedly able to do, it will be a good purchase for him given his age.  Curious on how well the internet access will work!  I trust that this feature will not become a problem for us in our family.  As parents we obviously are concerned w/ some of the content of the internet for sure.  I like the color, size, and design of the item, and I know from past experience that SONY generally makes a very good, quality product.Read full review...",4
Video Game Consoles,Go PSP Go !,"i personally love the design of the psp go very easy to use and light weight very sleek. Love the slide up and down mechanisms sort of reminds me of the t moble sidekicks back in the days whitch was awesome!!. Many think it was a flop due to none use of Umd but its not a big deal no need to do a game stop run all games can be pruchase right from your bed , couch, where ever you may be. I highly would recommend this system and it comes with nice cases for them as well just go with the psp go :) .Read full review...",5
Video Game Consoles,Psp go,"Psp go is very portable, screen size comparable of an apple iphone 5 screen. The best feature of the psp's that its easy to install custom firmware and run emulators, ps1 games and psp games in the palm of your hands. Games ISO easily found on internet so games comes free in a wayRead full review...",5
Video Game Consoles,Used Psp Go,Better than the PSP 3000 in my opinion considering you can pair a genuine PS3 controller via Bluetooth and enjoy the great library of games but with better controls. M2 memory cards are pretty cheap as well so you can expand the memory by 16Gb for about $20. Component cables will cost you $15.Read full review...,5
Video Game Consoles,Very Conveniant and Compact! Love It!,"This is definitely what the meaning of ""portable system"" should be all about. It comes with 16GB of storage built in which is a ton of space for games, movies and music. You can also add storage space by means of a memory card. This system is not a favorite amongst those who like to hack the PSP systems because as of right now......you can't. So those who are cheap and are angry they can't play their pirated copies of games whine about the system. When in all actuality it is better than the pther PSP's that are out there. You just have to purchase your games through the PSN Network and it all stays stored on your system. If you can find one for about $150 don't pass up on it. It is a neat little system and offers everything you need in a portable system.Read full review...",4
Video Game Consoles,good system but one flaw,"I really enjoyed this system when I first got it. It was sleek, easy to use, and the game choices were pretty good. However, after about 30 minutes of use my hand started to cramp up. This happened everytime I would try and play it. I wanted to enjoy it but it is just too small of a system. I think the PSP 3000 would have been a better choice for my hands. It is still an awesome system, but the one flaw was enough for me to get rid of it.Read full review...",4
Video Game Consoles,"PSP Go. PSP-Fanatik review,","More on http://forum.psp-fanatik.ro/[img]http://cache.gawker.com/assets/images/9/2009/09/500x_custom_1254159249503_pspgo.jpg[/img] Smaller, easier to use and completely devoid of a disc drive of any sort, the PSPgo is powered only by digital media, a brave step into the future of gaming. But is it a future in which we want to live?LovedPure Digital: The PSPgo is smaller, sleeker, better designed than its predecessors, but the thing that really separates it from all of the Playstation Portables that came before is its lack of a Universal Media Disc drive. Gamers will rely almost entirely on a WiFi connection to download pictures, movies, music and games to their system.Granted, you can use the Media Go software and a computer. You can use the Playstation 3 and a cable. You can even use a Memory Stick Micro to put content on your PSPgo. But those are all safety nets. This device is meant for online purchases and play.A gamer's main access point for buying content is the Playstation Store, a built-in option on the PSPgo's cross media bar. Once set-up, gamers can use a credit card or store-purchased redeemable cards, to get new content. The store, available on the Playstation Portable as well, is a well constructed digital shopping center that makes finding and grabbing the content you want a breeze.Over the course of a week I purchased TV shows and games, rented a movie and downloaded demos from my home in the U.S., airports abroad and even the press room of the Tokyo Game Show. Getting content onto the device with a wireless connection from virtual anywhere was a breeze. And with five games, four demos, some music, pictures and a TV show and movie, I still had 9 of the 16 built-in gigs of memory free.Accessing the content is also a breeze, with a folder for system storage and another for the Memory stick. Within each folder are icons for the games already installed.The system of downloading, installing and playing full blown games is very similar to the iPhone, though the store is much better organized and the selection much more diverse and often of a higher quality than the iPhone's game section.Feel: My more-than hour long sessions spent playing games on the PSPgo never ended in hand cramping, despite the device's smaller size. The portable has enough heft to keep it from feeling like a toy, but it's light enough to minimalize any hand fatigue.The back of the features two slightly raised ridges which make clutching the go with your fingertips a bit easier while your thumbs dance across the front of the system.The directional pad and face buttons aren't as raised and don't have as much give as the ones found on the PSP 3000, but that's something I adapted to fairly quickly. While the single analog stick is shifted over a bit, now down and to the right instead of below the d-pad, I got used to that quickly as well. The big issue will be with games that require gamers to switch quickly between that right d-pad and the thumbstick. The new location for the two will make that much harder to do. The shoulder buttons were far less clicky sounding and feeling than with the original Playstation Portable, but I felt that was a change for the better, not the worse.The button changes that did bother me a bit were the Select, Start, Display and Volume buttons. All four have almost zero give when pressed. The volume buttons, tucked away behind the screen on the top edge of the system, were hard to find andRead full review...",5
Video Game Consoles,Perfect! ,"Perfect size, light, and easy to use, I’m in love!",5
Video Game Consoles,Be prepared to learn and be frustrated!,"I bought this for my son after his PSP was stolen. The upgrade was supposed to relieve the sting of losing the other one. With the Go one has to learn the ups and downs and ins and outs of computer networking. Signing up with the Playstation Network is also required and be forwarned that this is not the site in which one will be downloading the games. Media Go is what will be used; and odds are the CD-Rom that accompanies the console will not be the most recent software; and if not, one will be asked to download the newest version and non-compliance will result in an inability to access the store or download thru Media Go. Next, do not be alarmed or suprised if even after the newest version is downloaded if access to the store becomes a problem. There are numerous programs already installed on the pc such as the firewall that may block access and it will be up to the user to figure that out and solve the problem. Tech support thru PSN is not helpful at all. Good Luck!Read full review...",3
Video Game Consoles,Best Digital Game Handheld,"This little handheld is for those who want or have a digital game collection, as there is no slot for games. Mod it a little bit more to get emulation going on it and you'll have one of THE best handheld systems ever made. I also love the sliding screen design - very cool and very compact.Read full review...",5
Video Game Consoles,Still a good product,"Hard to find, for those who used them.Found an excellent one, for an old friend",5
Video Game Consoles,I am very pleased with my purchase and you will be too.,"I definitely have no regrets switching from my PsP 3000 to my new PsP Go. The ability to play Umd's wasn't an issue since I found myself buying almost all my games from the Playstation store. The battery life is just as long as the 3000, and the GO has all the same power saving features as the 3000. The addition of Bluetooth was a nice touch also, no need to have ear plug wires hanging all over the place. The 16GB internal memory is one of the best features of the GO, I can keep all my games, music, videos, and comics, installed and still have like 5GB's to spare. Plus you can still use memory sticks to expand your storage even more. The new control scheme actually works very well, and was easy to adapt to. A multitude of skins are available on Ebay, or IStyles, or Gel-Skins to protect your GO.Read full review...",5
Video Game Consoles,"La psp, para los usuarios nuevos fanatico de las tarjet","Realmente esta PSP, es genial en cuanto a portabilidad y comodida para el consumo. Sus controles realmente no son mas comodos que los de la PSP original pero se pasa. El problema de esta maquina es que los usuarios viejos de PSP no podran desacer de su PSP con UMD pues no hay una opcion para hacer backup, y pasar tus juegos a la Go. Ni podras intercambiar juegos ni nada por esos estilos. en fin es una portatil que es restritiva con el usuario. Pero que para viajar simplemente tendras que agarrar tu cargador y vamonos liberandonos de estar cargando docenas de juegos que lo que hace es ocupar espacio. en fin a la hora de comprar una PSP go tienes que pensar que estas comprando una especie de Iphone, pero con juego de verdadera calidad.Read full review...",4
Video Game Consoles,GoBigger GoSmaller GoDigital GoVersatile  GoAnywhere,"Go Bigger16GB flash memoryGo SmallerThe most portable PSP® everGo DigitalThe most immersive portable games, anytime, anywhereGo VersatileGames, music, movies, internet and moreGo AnywhereYour content, fitting your lifestyleThe PSPgo is scheduled to launch on October 1st in North America and Europe and then on November 1st in Japan. While bundles that pack in extra games and media are planned for the future, the system will only include a proprietary USB cable and an AC power adaptor. It's worth noting that the PSPgo is not intended to outright replace the current PSP-3000, but will instead be marketed as the ""premium"" version of the PSP.In terms of what you can do with it, the PSPgo isn't all that much different from the previous iterations of the system. It still features a single analog stick, four face buttons, left and right shoulder buttons and a D-Pad for input, and the internal processing and graphics horsepower is the same (in other words, your games will look exactly like they did before). The biggest change though is that there isn't a UMD slot anymore, so your old disc-based content won't work directly with it. Instead, you'll make use of the system's built-in 16GB of flash memory to store your games, music, images, video and more. Having all of your media right there in the system means you won't have to lug around plastic discs anymore, and because the system is smaller on the whole, it'll fit into your pocket much more easily.The most immediate thing you'll notice about the PSPgo is that the screen slides up to reveal the controls, and down again to make the system more compact. The screen snaps open and closed so it'll stay in place however you're using it, and it stays on when closed so that you can continue to watch videos and listen to music when the controls are hidden.In terms of connectivity and storage, the system features 16GB of internal memory for storing content such as games, videos, music, pictures, saved games and anything else you can throw on there. If you run out of memory, you can use a Memory Stick Micro to add more space (these are currently available in sizes up to 32GB). Bluetooth is once again included for pairing with appropriate headsets, plus there's a 1/8 inch headphone adapter and built-in WiFi.One notable change to the hardware is that there are no longer separate ports or connectors for USB, power and video out. Instead, the PSPgo has a single, proprietary connector that handles all of this for you. Simply insert the appropriate cable and you're off and running. Note that the USB cable is used for both copying content from your computer or PlayStation 3 as well as charging the system when coupled with its AC adaptor, and both items are included in the box.by IGN.comhttp://psp.ign.com/pspgo/index.htmlOrder NOW!http://stores.shop.ebay.com/Mariio128-GamemateRead full review...",5
Video Game Consoles,All in one ..worth to buy.. Fun..Great value for the money..,"I bought this product because i like playing games and i need mp3 player this psp like all in one ..This psp is easy to use , thin not heavy..you can watch videos, listen music watch slideshow of photos , play real fun games.. U can connect internet .. But the software can be better like sony ericsson phones for example why there is no alarm clock...but if you campare with similar produckts it is worth to spend some money you will enjoy it.Read full review...",5
Video Game Consoles,Sony Psp Go,"I bought the Psp Go about 2 months ago. I used to have the psp 3000 but I sold it so I could get the psp go. I love it for many reasons. One reason is it is so portable. The portable part of it is a big reason why I bought it It fits perfictly in your pocket. Another Reason that i love the psp go is because of the graphics. The graphics are great, they are the best in MLB 10 The Show but that is just what I think. Also I think that the built in 16GB memory is awesome because now I do not have to buy a memory stick. Most people think that it is bad that you have to buy games from the playstation network (psn). But really is not bad the games are a fair price and you get games without having to leave your home. The psp go also comes with a free Rock Band Unplugged voucher. I hope that this review helped you make your decision to buy the psp go or not.Read full review...",5
Video Game Consoles,Nice quality,It looks great like a brand new pop and the emulators work perfectly And it arrived pretty quick,5
Video Game Consoles,psp go the best,"The upgrade was supposed to relieve the sting of losing the other one. With the Go one has to learn the ups and downs and ins and outs of computer networking. Signing up with the Playstation Network is also required and be forwarned that this is not the site in which one will be downloading the games. Media Go is what will be used; and odds are the CD-Rom that accompanies the console will not be the most recent software; and if not, one will be asked to download the newest version and non-compliance will result in an inability to accessRead full review...",4
Video Game Consoles,Great piece of equipment.,"The PSP is really nice. It is about the size of an android or windows phone. I bought the PSP because I really liked that I could download the games and play them on the road without having to worry about taking disc games or cartridges with me. I really like how portable the device it as well as the graphics and sound quality. I didn't like how difficult it was initially to set up wifi. After two days I finally figured out you have to go to the Sony Entertainment Network website, create an account, and register/add the device through USB. As soon as I did that the wifi connected on the first try. I haven't had many hand held gaming systems but I do like it better than the DS gaming systems. Over all I am really pleased with the PSP and would recommend the product. Just make sure to register it before connecting to wifi; if you still have problems contacting Sony will be a 10-20 wait but may be worth the call or chat support.Read full review...",5
Video Game Consoles,Sony PSP Go Pearl White Review,"I am a lite user of the PSP, so having the PSP Go was a good alternative for me.  Sure, it lacks the UMD drive, but the games that are available for download on the Playstation Network are the ones I play the most.  While there are games only on UMD, some of them are not a big deal to me, except for some of the Square Enix titles like Final Fantasy Tactics: The War of the Lions and Valkyrie Profile: Lenneth, but I was able to accept that fact and move on (The PSone version of Final Fantasy Tactics is available on PSN anyway).The lack of standard memory stick was an annoyance, but memory stick micro is readily available at stores like Amazon and even eBay for affordable prices.  The button placement is not as bad as I initially thought.  I have big hands and I do not feel uncomfortable after prolong play.  The Bluetooth is a nice addition, since the use of a PS3 controller is useful in conjunction with the component cables is useful for many games.All in all, I enjoyed my purchase.Read full review...",5
Video Game Consoles,AWESOME !!,"The good: Sleeker, slimmer PSP design; 16GB of internal storage; expansion slot for additional memory; Bluetooth connectivity; good integration with PS3; can access multiple downloaded games without needing to keep bulky UMDs at hand; you can pause and resume game states.The bad: Pricey, despite lack of touch screen and second analog stick; smaller screen (but same resolution); awkward placement of analog stick, volume, and display controls; unable to play UMD games or use old PSP accessories; uses obscure and expensive Memory Stick M2 format for memory expansion; battery not user-replaceable; slow download times for large games; online store not as intuitive as others (like the App Store).The bottom line: The PSP Go is a sleek and sexy redesign, but its high price tag and some frustrating caveats mean it's not a must-have upgrade for existing PSP owners--at least for now.Read more: http://reviews.cnet.com/consoles/sony-psp-go-black/4505-10109_7-33667281.html#ixzz1o0IgXTxTRead full review...",5
Video Game Consoles,"perfect for on the go, without a huge game case.","the psp go (white) is awesome, now i don't have to carry all of those games with me in a huge case. I got them all in my pocket with the controller and screen. it has a vibrant display and a good feel when playing the system. the new design is sleek and just plane cool looking, very similar to a new cell phone slider. and with internal memory, and expansional space, its always a good option. people who already have the PSP don't have to get this, but for someone like me who does, but doesn't like to cary all of the games with him, this is a must have.  One nit pick i actually would have liked it to be more heavy, but not by much. other than that, awesome.  i give the psp go (white)    A         9 /10.Read full review...",5
Video Game Consoles,Love it,"I love this device, it is so easy to use, navigation is very understandable. Its light weight, great battery life, fits well in your hands, not to bulky like the PSP 3000. Overall its a good handheld gaming system. highly recommendRead full review...",5
Video Game Consoles,PSP GO,"Ah the PSP Go... I honestly love this little hand held as much as I love my DSi. I love how I can download games and movies and not have to carry around those bulky umds.. a real pain at times..r>Sure you have to get a certain type of memory card to work with the PSP Go, I believe its the micro M2, but you know what, you order the memory card from EBay as well and you still save a bundle.Now I havent recieved this PSP Go yet but I do already own one and its on its last legs because of use. I use it for internet, IMing, the skype option and so so much more. Now Id love for a mini key board to hook up to it for typing, not sure if ones invented yet hmm, but other then that, the PSP Go is an all around great hand held for the wireless future.Read full review...",5
Video Game Consoles,Good product for money. Nice and extrememly portable.,"Awesome little gaming system for someone on the go. It's only a little bit bigger than my Android smartphone. Battery life isn't too bad either, better than my old ""fat"" PSP. Computer connectivity is really easy and so is connecting to the Playstation store. Gameplay is rather nice as well.Read full review...",4
Video Game Consoles,I love this cool little device,"I love this little thing. it does more then i was expecting. I love the internet connection i can check my emails and more, I also got the cable that connects to my TV to do everything from the psp go to the TV it's like having a dvd player in my pocket. Also the bluetooth works great. I bought it because it has Skype and I can talk to my wife who lives in Dubai for free. I wasn't a big gamer before but now I can take it any where and play games on TV's. I would tell any one to buy this cool little device.Read full review...",5
Video Game Consoles,my son loves it,"cant tell u much bout it cus it was for my son. but from my point of view nice color, size u name... my son was debating wether an ipod touch or psp go when i search info bout the psp go he made a 360 n didnt want to know nothing bout the i touch.. till this day he haven regret it and i dont think he will. Inexpensive psp go nice features small enough to put in ur pocket...big difference from psp.. i'll recommend u the psp go.cheaper than any other place....Read full review...",5
Video Game Consoles,psp go,"In short, the PSP Go is a brilliant entertainment device. With the ability to store music, games, movies, photos, and much more, it is a tremendously useful system. Some may think that the gaming community is not yet ready for the digital download stage, but I agree with Sony. By abandoning the disc and the cartridge, Sony has brought the world into a whole new era. The ways of the PSP Go are the ways of the future, no one can deny that. While slow sales and lukewarm response will thwart some of its success, everyone can appreciate Sony’s efforts in giving video games an evolution.Read full review...",5
Video Game Consoles,I love my PSP Go - Great to keep kids entertained,"I love it!  I love that I can fit it in my pocket, its nice and compact.  I love that I can put a movie on for my 2 year old when we are at the doctor or waiting in line somewhere and the buttons slide underneath so he can't keep messing up the playback and get frustrated.  It is a lifesaver and keeps my kids at bay when we are out doing the boring things they hate.  It is great for making skype calls, and it is so easy to add the games and video to it.Read full review...",5
Video Game Consoles,PSP Go is Awesome,What a great value this console is! Vast library to choose from as well as the ability to install a custom firmware and play your legally backed up games !,5
Video Game Consoles,PSP Go (Pearl) 16GB Review,"I like it because of the flash based storage medium for games, no more UMD's to deal with. Not only do you get more battery time out of the PSP because of this, you get faster load times and there's less parts to break. I also really like it's blue-tooth enabled for wireless headset use.However there is two things I don't like:Button's are a tad smaller and it seems a bit more crampedScreen is also smallerRead full review...",5
Video Game Consoles,"Little Thing, Big Scene","take your gaming with you everywhere. Pocket size, perfect for everything. Movies, Music, and Gaming! With the 16g memory, you can jam those games, movies, and music in. Only thing is i would ONLY RECOMMEND for people who do not have a psp. Ones with a psp and have spent a lot of money on games already, you would be disappointed, for it does not have a UMD reader. Other then that it kicks assRead full review...",4
Video Game Consoles,All functions are ok,Its a beautiful product the best looking psp compact and portable the only downside is its asking price not on today's standards but if you are a console collector like me u have to deal with it 😜,3
Video Game Consoles,Great gift for any gamer!,"The PSP Go is a must have for any gamer.The buttons are evenly spaced. The quality is unbelievable and the games are great!  I love that size and the color!  It's very smooth and not very heavy.The only con about is the top buttons, labeled L and R, they get in the way sometimes and may affect your game.  Other than that this is a great design and great product!Read full review...",4
Video Game Consoles,Absolutely the most STUNNING video game system EVER!,"Why is this system so AWESOME?it's compact and small.  fits perfectly in my hands.it's slick and sleek, shiny and smooth.  It's just SOOOO FREAKIN' COOL!!!!The screen slides open like a cellphone.  The graphics are unbelievably clear and crisp.  It has Wi-Fi capabilities.  you can hook up to computers.  you can watch movies, pictures, listen to music, etc etc...totally worth the moneyRead full review...",5
Video Game Consoles,For my son,He loved it while it lasted but it was used so it didn't last very long,4
Video Game Consoles,PSP go.,"Screen crapping out, more than a few scratches. But deep scratches. Have contacted this person but not very responsive. Overall bad experience",1
Video Game Consoles,Great timing,Just in time for a birthday gift i highly appreciate you thank you it was a great buy sorta pricey but worth it,5
